id,ltable_id,ltable_city_ascii,ltable_country,rtable_id,rtable_city_ascii,rtable_country,city_ascii_sim,country_sim,is_matching
13069,679,Yingchuan,China,963,Xin'an,China,0.444444444,1.0,0
5499,435,Curitiba,Brazil,1794,Carapicuiba,Brazil,0.545454545,1.0,0
5790,60,Fuyang,China,132,Xianyang,China,0.5,1.0,0
3556,257,Wuzhou,China,554,Chizhou,China,0.571428571,1.0,0
1513,423,Pingxiang,China,1066,Qingping,China,0.666666667,1.0,0
7989,178,Luzhou,China,1413,Shenzhou,China,0.5,1.0,0
6437,157,Yangzhou,China,566,Yangquan,China,0.5,1.0,0
12973,500,Madurai,India,992,Moradabad,India,0.444444444,1.0,0
6455,163,Yiyang,China,206,Neijiang,China,0.5,1.0,0
7596,72,Yancheng,China,1506,Jinghong,China,0.5,1.0,0
6076,109,Jinan,China,583,Xintai,China,0.5,1.0,0
13431,199,Nanning,China,1650,Longjiang,China,0.444444444,1.0,0
12824,330,Shaoxing,China,423,Pingxiang,China,0.444444444,1.0,0
5177,378,Qinbaling,China,1304,Xinxing,China,0.555555556,1.0,0
11644,148,Huanglongsi,China,1115,Guangshui,China,0.454545455,1.0,0
6371,152,Chenzhou,China,506,Huzhou,China,0.5,1.0,0
2416,216,Nanchang,China,1532,Encheng,China,0.625,1.0,0
6140,119,Langfang,China,310,Weifang,China,0.5,1.0,0
522,306,Chaozhou,China,1348,Zhuozhou,China,0.75,1.0,0
6901,271,Meishan,China,348,Lianshan,China,0.5,1.0,0
11675,246,Guang'an,China,1838,Jiangjiafan,China,0.454545455,1.0,0
8525,346,Dandong,China,1506,Jinghong,China,0.5,1.0,0
5093,244,Zhenjiang,China,1061,Hejian,China,0.555555556,1.0,0
15681,13,Beijing,China,162,Kunming,China,0.428571429,1.0,0
4433,6,Shanghai,China,213,Changzhou,China,0.555555556,1.0,0
8723,447,Fuxin,China,1087,Fuyang,China,0.5,1.0,0
12535,199,Nanning,China,244,Zhenjiang,China,0.444444444,1.0,0
1334,38,Dongguan,China,1041,Tongchuan,China,0.666666667,1.0,0
293,284,Xiangtan,China,1458,Xiangyang,China,0.777777778,1.0,0
8099,209,Anshan,China,1505,Anda,China,0.5,1.0,0
460,73,Hengyang,China,1790,Fenyang,China,0.75,1.0,0
8687,438,Xiping,China,1062,Yiyang,China,0.5,1.0,0
3621,322,Longba,China,915,Dongtai,China,0.571428571,1.0,0
6466,163,Yiyang,China,609,Shaoyang,China,0.5,1.0,0
7565,67,Shangqiu,China,1165,Changsha,China,0.5,1.0,0
139,125,Suzhou,China,186,Fuzhou,China,0.833333333,1.0,0
3174,118,Dazhou,China,255,Xinzhou,China,0.571428571,1.0,0
13290,103,Xiangyang,China,1113,Xinhualu,China,0.444444444,1.0,0
3147,108,Dezhou,China,332,Huizhou,China,0.571428571,1.0,0
5576,6,Shanghai,China,347,Zhuhai,China,0.5,1.0,0
2385,194,Binzhou,China,1416,Zhenzhou,China,0.625,1.0,0
8654,405,Baicheng,China,1517,Beining,China,0.5,1.0,0
15804,43,Nanyang,China,117,Tai'an,China,0.428571429,1.0,0
2287,86,Nanchong,China,1095,Cencheng,China,0.625,1.0,0
7296,576,Liangshi,China,594,Jiangyin,China,0.5,1.0,0
3309,172,Suzhou,China,251,Jinzhou,China,0.571428571,1.0,0
5818,65,Shenyang,China,357,Luoyang,China,0.5,1.0,0
8497,336,Guangyuan,China,1144,Shuangqiao,China,0.5,1.0,0
1256,361,Shangzhou,China,464,Shuozhou,China,0.666666667,1.0,0
1096,125,Suzhou,China,723,Mizhou,China,0.666666667,1.0,0
8234,246,Guang'an,China,1441,Huanghua,China,0.5,1.0,0
5764,56,Nanjing,China,225,Hanzhong,China,0.5,1.0,0
8314,278,Daqing,China,1211,Leling,China,0.5,1.0,0
15749,34,Baoding,China,515,Jiaxing,China,0.428571429,1.0,0
5025,119,Langfang,China,1564,Hongjiang,China,0.555555556,1.0,0
576,42,Wuhan,China,930,Wuchuan,China,0.714285714,1.0,0
1170,192,Qingyuan,China,679,Yingchuan,China,0.666666667,1.0,0
2254,54,Quanzhou,China,1413,Shenzhou,China,0.625,1.0,0
423,405,Baicheng,China,949,Feicheng,China,0.75,1.0,0
13634,318,Yanjiang,China,1719,Guangming,China,0.444444444,1.0,0
8539,348,Lianshan,China,1697,Baisha,China,0.5,1.0,0
3932,240,Suining,China,1261,Xiping,China,0.571428571,1.0,0
13521,244,Zhenjiang,China,1095,Cencheng,China,0.444444444,1.0,0
1487,345,Jilin,China,1774,Hailin,China,0.666666667,1.0,0
7846,143,Pingdingshan,China,1110,Qingnian,China,0.5,1.0,0
2800,340,Xining,China,1084,Xiangxiang,China,0.6,1.0,0
8315,278,Daqing,China,1261,Xiping,China,0.5,1.0,0
13853,423,Pingxiang,China,2020,Yong'an,China,0.444444444,1.0,0
4530,84,Huanggang,China,392,Qingyang,China,0.555555556,1.0,0
2162,443,Liaoyang,China,922,Danyang,China,0.625,1.0,0
4005,314,Baoshan,China,1512,Heshan,China,0.571428571,1.0,0
8727,450,Bhopal,India,1305,Bhilai,India,0.5,1.0,0
5835,67,Shangqiu,China,475,Sanzhou,China,0.5,1.0,0
4611,118,Dazhou,China,130,Zhangzhou,China,0.555555556,1.0,0
6594,195,Deyang,China,206,Neijiang,China,0.5,1.0,0
2541,405,Baicheng,China,1095,Cencheng,China,0.625,1.0,0
11469,679,Yingchuan,China,731,Fangchenggang,China,0.461538462,1.0,0
7168,399,Vadodara,India,696,Haora,India,0.5,1.0,0
15850,56,Nanjing,China,240,Suining,China,0.428571429,1.0,0
3074,60,Fuyang,China,87,Xinyang,China,0.571428571,1.0,0
6724,225,Hanzhong,China,238,Bazhou,China,0.5,1.0,0
6996,309,Gulou,China,983,Quzhou,China,0.5,1.0,0
12529,192,Qingyuan,China,631,Lingcheng,China,0.444444444,1.0,0
8102,211,Yulinshi,China,1199,Shishi,China,0.5,1.0,0
4668,192,Qingyuan,China,520,Jianguang,China,0.555555556,1.0,0
8743,464,Shuozhou,China,1896,Lianzhou,China,0.5,1.0,0
7493,44,Hangzhou,China,1682,Minzhu,China,0.5,1.0,0
2357,157,Yangzhou,China,1896,Lianzhou,China,0.625,1.0,0
3592,302,Nanping,China,340,Xining,China,0.571428571,1.0,0
6018,95,Dalian,China,318,Yanjiang,China,0.5,1.0,0
2732,241,Wuxi,China,447,Fuxin,China,0.6,1.0,0
12677,244,Zhenjiang,China,996,Zhoushan,China,0.444444444,1.0,0
2070,256,Lanzhou,China,306,Chaozhou,China,0.625,1.0,0
6942,295,Longyan,China,348,Lianshan,China,0.5,1.0,0
12158,80,Shangrao,China,336,Guangyuan,China,0.444444444,1.0,0
7156,392,Qingyang,China,762,Zaoyang,China,0.5,1.0,0
784,332,Huizhou,China,542,Pizhou,China,0.714285714,1.0,0
115,506,Huzhou,China,588,Huazhou,China,0.857142857,1.0,0
6540,184,Shijiazhuang,China,206,Neijiang,China,0.5,1.0,0
8363,299,Handan,China,1424,Dangyang,China,0.5,1.0,0
2813,448,Wuwei,China,1475,Wuhai,China,0.6,1.0,0
3889,188,Zhuzhou,China,1209,Gaizhou,China,0.571428571,1.0,0
3765,746,Linhai,China,972,Lichuan,China,0.571428571,1.0,0
35,401,Pingliang,China,423,Pingxiang,China,0.888888889,1.0,0
7125,367,Yan'an,China,741,Sanya,China,0.5,1.0,0
8062,202,Yokohama,Japan,1667,Fukuyama,Japan,0.5,1.0,0
5118,284,Xiangtan,China,1352,Tianchang,China,0.555555556,1.0,0
12827,332,Huizhou,China,361,Shangzhou,China,0.444444444,1.0,0
11539,97,Changde,China,249,Qinhuangdao,China,0.454545455,1.0,0
7023,324,Jiamusi,China,594,Jiangyin,China,0.5,1.0,0
1092,125,Suzhou,China,238,Bazhou,China,0.666666667,1.0,0
2229,6,Shanghai,China,1803,Linghai,China,0.625,1.0,0
1282,423,Pingxiang,China,614,Jingling,China,0.666666667,1.0,0
4410,3,Guangzhou,China,186,Fuzhou,China,0.555555556,1.0,0
8583,370,Nantong,China,1591,Yuanping,China,0.5,1.0,0
11688,267,Quezon City,Philippines,1295,Makati City,Philippines,0.454545455,1.0,0
376,157,Yangzhou,China,256,Lanzhou,China,0.75,1.0,0
4750,311,Huai'an,China,568,Huangshan,China,0.555555556,1.0,0
7589,70,Shaoyang,China,1752,Xunyang,China,0.5,1.0,0
12948,423,Pingxiang,China,443,Liaoyang,China,0.444444444,1.0,0
4732,275,Zhongshan,China,295,Longyan,China,0.555555556,1.0,0
11552,142,Xiaoganzhan,China,314,Baoshan,China,0.454545455,1.0,0
12562,204,Zaozhuang,China,920,Luocheng,China,0.444444444,1.0,0
6692,214,Puyang,China,695,Yuyao,China,0.5,1.0,0
6125,118,Dazhou,China,464,Shuozhou,China,0.5,1.0,0
239,131,Yuncheng,China,916,Yingcheng,China,0.777777778,1.0,0
11542,103,Xiangyang,China,142,Xiaoganzhan,China,0.454545455,1.0,0
2430,234,Qinzhou,China,1504,Longzhou,China,0.625,1.0,0
13607,295,Longyan,China,1646,Jiangshan,China,0.444444444,1.0,0
1781,54,Quanzhou,China,332,Huizhou,China,0.625,1.0,0
1040,102,Pudong,China,743,Wutong,China,0.666666667,1.0,0
4030,340,Xining,China,1752,Xunyang,China,0.571428571,1.0,0
3504,242,Leshan,China,590,Baishan,China,0.571428571,1.0,0
8360,299,Handan,China,1028,Hailun,China,0.5,1.0,0
170,400,Hezhou,China,506,Huzhou,China,0.833333333,1.0,0
11932,6,Shanghai,China,380,Ma'anshan,China,0.444444444,1.0,0
7136,380,Ma'anshan,China,541,Shuangyashan,China,0.5,1.0,0
8639,396,Yushan,China,1397,Fu'an,China,0.5,1.0,0
8149,225,Hanzhong,China,1560,Taozhou,China,0.5,1.0,0
11676,249,Qinhuangdao,China,1066,Qingping,China,0.454545455,1.0,0
6604,196,Taiyuan,China,566,Yangquan,China,0.5,1.0,0
12194,84,Huanggang,China,609,Shaoyang,China,0.444444444,1.0,0
13168,57,Jining,China,1564,Hongjiang,China,0.444444444,1.0,0
8080,206,Neijiang,China,1283,Ruiming,China,0.5,1.0,0
3114,91,Jieyang,China,141,Ji'an,China,0.571428571,1.0,0
2018,212,Wenzhou,China,660,Dingzhou,China,0.625,1.0,0
12034,48,Tongshan,China,336,Guangyuan,China,0.444444444,1.0,0
1214,244,Zhenjiang,China,318,Yanjiang,China,0.666666667,1.0,0
13477,213,Changzhou,China,1990,Shuanghe,China,0.444444444,1.0,0
3350,186,Fuzhou,China,383,Taizhou,China,0.571428571,1.0,0
1973,163,Yiyang,China,443,Liaoyang,China,0.625,1.0,0
3281,164,Guigang,China,1007,Laiyang,China,0.571428571,1.0,0
209,3,Guangzhou,China,54,Quanzhou,China,0.777777778,1.0,0
13552,247,Tongren,China,1564,Hongjiang,China,0.444444444,1.0,0
4061,400,Hezhou,China,1560,Taozhou,China,0.571428571,1.0,0
8465,328,Xuanzhou,China,1222,Shanhu,China,0.5,1.0,0
12757,295,Longyan,China,679,Yingchuan,China,0.444444444,1.0,0
5170,361,Shangzhou,China,1318,Bazhou,China,0.555555556,1.0,0
2089,295,Longyan,China,392,Qingyang,China,0.625,1.0,0
5565,1,Jakarta,Indonesia,570,Makassar,Indonesia,0.5,1.0,0
12585,213,Changzhou,China,526,Leizhou,China,0.444444444,1.0,0
6159,120,Yongzhou,China,135,Taizhou,China,0.5,1.0,0
1328,3,Guangzhou,China,1115,Guangshui,China,0.666666667,1.0,0
2023,216,Nanchang,China,318,Yanjiang,China,0.625,1.0,0
12057,57,Jining,China,914,Xingcheng,China,0.444444444,1.0,0
4009,320,Sanming,China,1304,Xinxing,China,0.571428571,1.0,0
766,257,Wuzhou,China,537,Huazhou,China,0.714285714,1.0,0
12225,91,Jieyang,China,423,Pingxiang,China,0.444444444,1.0,0
1135,151,Changsha,China,213,Changzhou,China,0.666666667,1.0,0
2016,209,Anshan,China,348,Lianshan,China,0.625,1.0,0
1917,132,Xianyang,China,673,Xiantao,China,0.625,1.0,0
12416,132,Xianyang,China,244,Zhenjiang,China,0.444444444,1.0,0
1165,186,Fuzhou,China,542,Pizhou,China,0.666666667,1.0,0
3754,663,Kaiyuan,China,1007,Laiyang,China,0.571428571,1.0,0
12250,94,Liaocheng,China,661,Lianyuan,China,0.444444444,1.0,0
8707,443,Liaoyang,China,1405,Luofeng,China,0.5,1.0,0
5983,87,Xinyang,China,206,Neijiang,China,0.5,1.0,0
12413,130,Zhangzhou,China,990,Yangchun,China,0.444444444,1.0,0
13017,566,Yangquan,China,916,Yingcheng,China,0.444444444,1.0,0
3105,87,Xinyang,China,668,Leiyang,China,0.571428571,1.0,0
4043,367,Yan'an,China,1817,Wanyuan,China,0.571428571,1.0,0
12018,40,Tianjin,China,520,Jianguang,China,0.444444444,1.0,0
1279,400,Hezhou,China,983,Quzhou,China,0.666666667,1.0,0
12723,275,Zhongshan,China,640,Zhangye,China,0.444444444,1.0,0
5703,44,Hangzhou,China,990,Yangchun,China,0.5,1.0,0
12314,103,Xiangyang,China,652,Liaoyuan,China,0.444444444,1.0,0
1905,131,Yuncheng,China,216,Nanchang,China,0.625,1.0,0
994,54,Quanzhou,China,361,Shangzhou,China,0.666666667,1.0,0
5596,16,Shenzhen,China,464,Shuozhou,China,0.5,1.0,0
13627,313,Ankang,China,1476,Mingguang,China,0.444444444,1.0,0
7667,90,Qujing,China,1211,Leling,China,0.5,1.0,0
6999,313,Ankang,China,392,Qingyang,China,0.5,1.0,0
6223,131,Yuncheng,China,318,Yanjiang,China,0.5,1.0,0
7525,56,Nanjing,China,1066,Qingping,China,0.5,1.0,0
4972,84,Huanggang,China,1617,Nangong,China,0.555555556,1.0,0
1168,190,Chuzhou,China,213,Changzhou,China,0.666666667,1.0,0
3898,194,Binzhou,China,1560,Taozhou,China,0.571428571,1.0,0
15832,50,Zhoukou,China,282,Haikou,China,0.428571429,1.0,0
12982,518,Lianjiang,China,668,Leiyang,China,0.444444444,1.0,0
2977,13,Beijing,China,229,Siping,China,0.571428571,1.0,0
1492,361,Shangzhou,China,1416,Zhenzhou,China,0.666666667,1.0,0
3914,214,Puyang,China,1328,Zhugang,China,0.571428571,1.0,0
7711,108,Dezhou,China,1896,Lianzhou,China,0.5,1.0,0
12608,225,Hanzhong,China,323,Yangjiang,China,0.444444444,1.0,0
3422,199,Nanning,China,278,Daqing,China,0.571428571,1.0,0
8488,333,Lishui,China,1037,Dehui,China,0.5,1.0,0
6137,119,Langfang,China,289,Mudanjiang,China,0.5,1.0,0
11633,142,Xiaoganzhan,China,1110,Qingnian,China,0.454545455,1.0,0
1358,75,Zhumadian,China,1678,Huadian,China,0.666666667,1.0,0
11471,731,Fangchenggang,China,949,Feicheng,China,0.461538462,1.0,0
12007,38,Dongguan,China,568,Huangshan,China,0.444444444,1.0,0
13628,313,Ankang,China,1564,Hongjiang,China,0.444444444,1.0,0
6427,157,Yangzhou,China,306,Chaozhou,China,0.5,1.0,0
13472,213,Changzhou,China,1575,Chengjiao,China,0.444444444,1.0,0
6988,306,Chaozhou,China,542,Pizhou,China,0.5,1.0,0
8355,295,Longyan,China,1466,Chang'an,China,0.5,1.0,0
259,368,Jincheng,China,916,Yingcheng,China,0.777777778,1.0,0
7077,345,Jilin,China,374,Laibin,China,0.5,1.0,0
11654,165,Changchun,China,1778,Zhengjiatun,China,0.454545455,1.0,0
1244,336,Guangyuan,China,547,Guyuan,China,0.666666667,1.0,0
4537,86,Nanchong,China,631,Lingcheng,China,0.555555556,1.0,0
792,357,Luoyang,China,1007,Laiyang,China,0.714285714,1.0,0
8124,216,Nanchang,China,1235,Songyang,China,0.5,1.0,0
3028,51,Ganzhou,China,137,Bozhou,China,0.571428571,1.0,0
7398,963,Xin'an,China,1005,Hai'an,China,0.5,1.0,0
5161,340,Xining,China,1449,Xingcheng,China,0.555555556,1.0,0
5098,244,Zhenjiang,China,1650,Longjiang,China,0.555555556,1.0,0
5664,42,Wuhan,China,584,Wusong,China,0.5,1.0,0
1136,151,Changsha,China,275,Zhongshan,China,0.666666667,1.0,0
13528,244,Zhenjiang,China,1304,Xinxing,China,0.444444444,1.0,0
12663,244,Zhenjiang,China,340,Xining,China,0.444444444,1.0,0
13403,165,Changchun,China,1238,Qionghu,China,0.444444444,1.0,0
13182,70,Shaoyang,China,1352,Tianchang,China,0.444444444,1.0,0
86,43,Nanyang,China,922,Danyang,China,0.857142857,1.0,0
348,73,Hengyang,China,392,Qingyang,China,0.75,1.0,0
8115,214,Puyang,China,1583,Duyun,China,0.5,1.0,0
12286,103,Xiangyang,China,205,Xiamen,China,0.444444444,1.0,0
194,42,Wuhan,China,1054,Wu'an,China,0.8,1.0,0
732,229,Siping,China,240,Suining,China,0.714285714,1.0,0
4749,305,Maracaibo,Venezuela,372,Caracas,Venezuela,0.555555556,1.0,0
5115,275,Zhongshan,China,1466,Chang'an,China,0.555555556,1.0,0
3130,98,Qingdao,China,562,Pingdu,China,0.571428571,1.0,0
13691,336,Guangyuan,China,1714,Ning'an,China,0.444444444,1.0,0
12098,71,Zhanjiang,China,326,Lincang,China,0.444444444,1.0,0
3952,256,Lanzhou,China,1682,Minzhu,China,0.571428571,1.0,0
7219,477,Mecca,Saudi Arabia,648,Medina,Saudi Arabia,0.5,1.0,0
1106,130,Zhangzhou,China,660,Dingzhou,China,0.666666667,1.0,0
1709,16,Shenzhen,China,152,Chenzhou,China,0.625,1.0,0
722,212,Wenzhou,China,234,Qinzhou,China,0.714285714,1.0,0
11692,267,Quezon City,Philippines,1945,Baguio City,Philippines,0.454545455,1.0,0
7065,339,Huangshi,China,541,Shuangyashan,China,0.5,1.0,0
5056,165,Changchun,China,1646,Jiangshan,China,0.555555556,1.0,0
2161,443,Liaoyang,China,668,Leiyang,China,0.625,1.0,0
1404,130,Zhangzhou,China,1413,Shenzhou,China,0.666666667,1.0,0
12124,72,Yancheng,China,518,Lianjiang,China,0.444444444,1.0,0
12616,225,Hanzhong,China,662,Rongcheng,China,0.444444444,1.0,0
13139,43,Nanyang,China,1297,Changping,China,0.444444444,1.0,0
291,244,Zhenjiang,China,1574,Zhijiang,China,0.777777778,1.0,0
5751,54,Quanzhou,China,526,Leizhou,China,0.5,1.0,0
788,346,Dandong,China,370,Nantong,China,0.714285714,1.0,0
6380,152,Chenzhou,China,983,Quzhou,China,0.5,1.0,0
963,3,Guangzhou,China,537,Huazhou,China,0.666666667,1.0,0
7327,594,Jiangyin,China,750,Wafangdian,China,0.5,1.0,0
544,392,Qingyang,China,1424,Dangyang,China,0.75,1.0,0
2293,86,Nanchong,China,1780,Pencheng,China,0.625,1.0,0
7313,591,Dayan,China,661,Lianyuan,China,0.5,1.0,0
5136,323,Yangjiang,China,1476,Mingguang,China,0.555555556,1.0,0
569,699,Krasnoyarsk,Russia,945,Krasnodar,Russia,0.727272727,1.0,0
13262,93,Prayagraj,India,1053,Bhayandar,India,0.444444444,1.0,0
5566,3,Guangzhou,China,454,Shuyangzha,China,0.5,1.0,0
3128,98,Qingdao,China,185,Ningbo,China,0.571428571,1.0,0
7898,153,Anqing,China,1459,Fuding,China,0.5,1.0,0
8479,331,Yantai,China,1423,Lanxi,China,0.5,1.0,0
12085,71,Zhanjiang,China,130,Zhangzhou,China,0.444444444,1.0,0
4548,91,Jieyang,China,520,Jianguang,China,0.555555556,1.0,0
214,3,Guangzhou,China,328,Xuanzhou,China,0.777777778,1.0,0
11691,267,Quezon City,Philippines,1936,Lipa City,Philippines,0.454545455,1.0,0
5008,103,Xiangyang,China,1506,Jinghong,China,0.555555556,1.0,0
7695,102,Pudong,China,1143,Wugang,China,0.5,1.0,0
3738,583,Xintai,China,654,Yingtan,China,0.571428571,1.0,0
3022,45,Foshan,China,940,Taishan,China,0.571428571,1.0,0
3845,140,Huaihua,China,1139,Zunhua,China,0.571428571,1.0,0
6205,125,Suzhou,China,660,Dingzhou,China,0.5,1.0,0
3534,255,Xinzhou,China,537,Huazhou,China,0.571428571,1.0,0
8557,359,Anshun,China,1469,Aksu,China,0.5,1.0,0
7342,626,Jacksonville,United States,752,Louisville,United States,0.5,1.0,0
13401,165,Changchun,China,1215,Jingcheng,China,0.444444444,1.0,0
1907,131,Yuncheng,China,592,Haicheng,China,0.625,1.0,0
13799,401,Pingliang,China,1143,Wugang,China,0.444444444,1.0,0
416,330,Shaoxing,China,609,Shaoyang,China,0.75,1.0,0
2717,107,Lu'an,China,567,Yutan,China,0.6,1.0,0
12108,71,Zhanjiang,China,423,Pingxiang,China,0.444444444,1.0,0
3052,56,Nanjing,China,90,Qujing,China,0.571428571,1.0,0
8138,218,Hechi,China,1512,Heshan,China,0.5,1.0,0
13461,208,Baicheng,China,1150,Langzhong,China,0.444444444,1.0,0
1471,302,Nanping,China,1297,Changping,China,0.666666667,1.0,0
11651,148,Huanglongsi,China,1591,Yuanping,China,0.454545455,1.0,0
11580,169,Zhangjiakou,China,349,Yingkou,China,0.454545455,1.0,0
7012,318,Yanjiang,China,551,Wenling,China,0.5,1.0,0
8297,271,Meishan,China,1024,Weichanglu,China,0.5,1.0,0
8494,334,Mirzapur,India,1890,Sirur,India,0.5,1.0,0
593,51,Ganzhou,China,383,Taizhou,China,0.714285714,1.0,0
5681,44,Hangzhou,China,181,Liuzhou,China,0.5,1.0,0
1422,163,Yiyang,China,1087,Fuyang,China,0.666666667,1.0,0
619,112,Yichun,China,972,Lichuan,China,0.714285714,1.0,0
5854,68,Cangzhou,China,349,Yingkou,China,0.5,1.0,0
2078,260,Chaoyang,China,357,Luoyang,China,0.625,1.0,0
323,54,Quanzhou,China,537,Huazhou,China,0.75,1.0,0
13220,75,Zhumadian,China,1244,Shulan,China,0.444444444,1.0,0
13433,202,Yokohama,Japan,1943,Toyohashi,Japan,0.444444444,1.0,0
1871,98,Qingdao,China,392,Qingyang,China,0.625,1.0,0
6483,168,Meizhou,China,660,Dingzhou,China,0.5,1.0,0
1360,84,Huanggang,China,1424,Dangyang,China,0.666666667,1.0,0
13419,192,Qingyuan,China,1215,Jingcheng,China,0.444444444,1.0,0
7907,154,Jiangmen,China,1630,Jiaojiangcun,China,0.5,1.0,0
145,172,Suzhou,China,178,Luzhou,China,0.833333333,1.0,0
2410,212,Wenzhou,China,1896,Lianzhou,China,0.625,1.0,0
5186,392,Qingyang,China,1449,Xingcheng,China,0.555555556,1.0,0
7509,48,Tongshan,China,1645,Qingzhen,China,0.5,1.0,0
3634,332,Huizhou,China,706,Ezhou,China,0.571428571,1.0,0
8412,313,Ankang,China,1424,Dangyang,China,0.5,1.0,0
2528,383,Taizhou,China,1427,Luanzhou,China,0.625,1.0,0
3241,137,Bozhou,China,588,Huazhou,China,0.571428571,1.0,0
3530,255,Xinzhou,China,383,Taizhou,China,0.571428571,1.0,0
6880,260,Chaoyang,China,265,Shaoguan,China,0.5,1.0,0
12433,146,Mianyang,China,323,Yangjiang,China,0.444444444,1.0,0
1934,146,Mianyang,China,392,Qingyang,China,0.625,1.0,0
1457,252,Heyuan,China,1608,Fuyuan,China,0.666666667,1.0,0
7771,120,Yongzhou,China,1318,Bazhou,China,0.5,1.0,0
3993,310,Weifang,China,1638,Beian,China,0.571428571,1.0,0
13595,284,Xiangtan,China,1133,Chengguan,China,0.444444444,1.0,0
3950,255,Xinzhou,China,1318,Bazhou,China,0.571428571,1.0,0
7616,73,Hengyang,China,1714,Ning'an,China,0.5,1.0,0
12513,172,Suzhou,China,213,Changzhou,China,0.444444444,1.0,0
4539,86,Nanchong,China,914,Xingcheng,China,0.555555556,1.0,0
13622,304,Zigong,China,1449,Xingcheng,China,0.444444444,1.0,0
6310,144,Jiujiang,China,214,Puyang,China,0.5,1.0,0
6204,125,Suzhou,China,586,Yushu,China,0.5,1.0,0
12521,182,Zhaoqing,China,204,Zaozhuang,China,0.444444444,1.0,0
3573,282,Haikou,China,383,Taizhou,China,0.571428571,1.0,0
8100,209,Anshan,China,1717,Jinchang,China,0.5,1.0,0
6287,139,Suqian,China,447,Fuxin,China,0.5,1.0,0
11701,336,Guangyuan,China,1838,Jiangjiafan,China,0.454545455,1.0,0
6831,246,Guang'an,China,265,Shaoguan,China,0.5,1.0,0
13352,130,Zhangzhou,China,2030,Hongzhai,China,0.444444444,1.0,0
7881,151,Changsha,China,1222,Shanhu,China,0.5,1.0,0
1308,595,Yicheng,China,617,Yongcheng,China,0.666666667,1.0,0
3681,444,Beihai,China,953,Meishan,China,0.571428571,1.0,0
3245,140,Huaihua,China,362,Huainan,China,0.571428571,1.0,0
366,132,Xianyang,China,443,Liaoyang,China,0.75,1.0,0
193,637,Xinyu,China,758,Xinyi,China,0.8,1.0,0
1913,132,Xianyang,China,340,Xining,China,0.625,1.0,0
4860,546,Yangshe,China,916,Yingcheng,China,0.555555556,1.0,0
5158,336,Guangyuan,China,1646,Jiangshan,China,0.555555556,1.0,0
13378,153,Anqing,China,1650,Longjiang,China,0.444444444,1.0,0
2957,166,Jiangguanchi,China,1646,Jiangshan,China,0.583333333,1.0,0
8048,196,Taiyuan,China,1406,Lingyuan,China,0.5,1.0,0
13661,323,Yangjiang,China,1717,Jinchang,China,0.444444444,1.0,0
1228,284,Xiangtan,China,520,Jianguang,China,0.666666667,1.0,0
12372,119,Langfang,China,336,Guangyuan,China,0.444444444,1.0,0
8499,339,Huangshi,China,1223,Zhongshu,China,0.5,1.0,0
505,239,Qincheng,China,1409,Wencheng,China,0.75,1.0,0
12788,318,Yanjiang,China,916,Yingcheng,China,0.444444444,1.0,0
5789,60,Fuyang,China,107,Lu'an,China,0.5,1.0,0
4794,361,Shangzhou,China,552,Gaozhou,China,0.555555556,1.0,0
1903,125,Suzhou,China,328,Xuanzhou,China,0.625,1.0,0
11642,144,Jiujiang,China,1704,Danjiangkou,China,0.454545455,1.0,0
11705,401,Pingliang,China,1838,Jiangjiafan,China,0.454545455,1.0,0
4591,106,Zhengzhou,China,168,Meizhou,China,0.555555556,1.0,0
6730,225,Hanzhong,China,318,Yanjiang,China,0.5,1.0,0
1240,328,Xuanzhou,China,361,Shangzhou,China,0.666666667,1.0,0
13822,401,Pingliang,China,1790,Fenyang,China,0.444444444,1.0,0
4993,94,Liaocheng,China,1554,Meicheng,China,0.555555556,1.0,0
7458,38,Dongguan,China,1110,Qingnian,China,0.5,1.0,0
4598,106,Zhengzhou,China,256,Lanzhou,China,0.555555556,1.0,0
4897,662,Rongcheng,China,949,Feicheng,China,0.555555556,1.0,0
12068,68,Cangzhou,China,568,Huangshan,China,0.444444444,1.0,0
7161,394,Chongzuo,China,476,Changshu,China,0.5,1.0,0
8376,301,Dingxi,China,1231,Pinghu,China,0.5,1.0,0
1007,67,Shangqiu,China,361,Shangzhou,China,0.666666667,1.0,0
2127,348,Lianshan,China,576,Liangshi,China,0.625,1.0,0
2286,86,Nanchong,China,1029,Macheng,China,0.625,1.0,0
8626,392,Qingyang,China,2020,Yong'an,China,0.5,1.0,0
6429,157,Yangzhou,China,400,Hezhou,China,0.5,1.0,0
3895,194,Binzhou,China,1209,Gaizhou,China,0.571428571,1.0,0
5884,70,Shaoyang,China,668,Leiyang,China,0.5,1.0,0
5143,323,Yangjiang,China,2020,Yong'an,China,0.555555556,1.0,0
1961,157,Yangzhou,China,238,Bazhou,China,0.625,1.0,0
6667,209,Anshan,China,697,Hanchuan,China,0.5,1.0,0
7441,30,Xi'an,China,1062,Yiyang,China,0.5,1.0,0
2166,464,Shuozhou,China,552,Gaozhou,China,0.625,1.0,0
2507,346,Dandong,China,1239,Zhaodong,China,0.625,1.0,0
1764,54,Quanzhou,China,68,Cangzhou,China,0.625,1.0,0
5715,48,Tongshan,China,271,Meishan,China,0.5,1.0,0
12515,174,Linfen,China,914,Xingcheng,China,0.444444444,1.0,0
4672,199,Nanning,China,323,Yangjiang,China,0.555555556,1.0,0
